id,schema,userId,screenId,startTime,endTime,totalTime,appType
69bc9f5457adce41b32f5029,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T01:13:24.153000+00:00,2026-03-20T01:13:56.264000+00:00,32,Kotlin
69bc9f5b57adce41b32f502d,1,69bad2c678e8686ceac1f93d,69bc9f3857adce41b32f4fb7,2026-03-20T01:13:56.265000+00:00,2026-03-20T01:14:03.596000+00:00,7,Kotlin
69bc9f6257adce41b32f502f,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T01:14:03.596000+00:00,2026-03-20T01:14:10.490000+00:00,6,Kotlin
69bc9f7557adce41b32f5030,1,69bad2c678e8686ceac1f93d,69bc9f3c57adce41b32f4fcb,2026-03-20T01:14:10.490000+00:00,2026-03-20T01:14:30.015000+00:00,19,Kotlin
69bc9f7c57adce41b32f5031,1,69bad2c678e8686ceac1f93d,69bc9f3c57adce41b32f4fcd,2026-03-20T01:14:30.016000+00:00,2026-03-20T01:14:36.916000+00:00,6,Kotlin
69bc9f8d57adce41b32f5034,1,69bad2c678e8686ceac1f93d,69bc9f3d57adce41b32f4fcf,2026-03-20T01:14:36.916000+00:00,2026-03-20T01:14:53.589000+00:00,16,Kotlin
69bcacbc36f69c4f4cecea17,1,69b9e0da4ef470521b8998b7,69bc9f3757adce41b32f4fb2,2026-03-20T02:10:58.853000+00:00,2026-03-20T02:11:00.503000+00:00,1,Kotlin
69bcacc136f69c4f4cecea18,1,69b9e0da4ef470521b8998b7,69bc9f3757adce41b32f4fb0,2026-03-20T02:10:34.815000+00:00,2026-03-20T02:10:58.852000+00:00,24,Kotlin
69bcacc136f69c4f4cecea19,1,69b9e0da4ef470521b8998b7,69bc9f3857adce41b32f4fb3,2026-03-20T02:11:00.503000+00:00,2026-03-20T02:11:01.600000+00:00,1,Kotlin
69bcad3136f69c4f4cecea1d,1,69b9e0da4ef470521b8998b7,69bc9f3857adce41b32f4fb7,2026-03-20T02:11:01.600000+00:00,2026-03-20T02:12:57.542000+00:00,115,Kotlin
69bcb0ad36f69c4f4cecea1e,1,69b9e0da4ef470521b8998b7,69bc9f3757adce41b32f4fb2,2026-03-20T02:12:57.543000+00:00,2026-03-20T02:26:56.895000+00:00,839,Kotlin
69bcb1be4996b66f636cfdd5,1,69b9e0da4ef470521b8998b7,69bc9f3757adce41b32f4fb0,2026-03-20T02:32:05.903000+00:00,2026-03-20T02:32:27.898000+00:00,21,Kotlin
69bcb1f8094700f7b22a8a60,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:33:26.305000+00:00,2026-03-20T02:33:28.757000+00:00,2,Kotlin
69bcb1fc4996b66f636cfdd9,1,69b9e0da4ef470521b8998b7,69bc9f3857adce41b32f4fb7,2026-03-20T02:32:27.899000+00:00,2026-03-20T02:33:29.760000+00:00,61,Kotlin
69bcb1fe094700f7b22a8a65,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:33:33.601000+00:00,2026-03-20T02:33:35.216000+00:00,1,Kotlin
69bcb2044996b66f636cfddb,1,69b9e0da4ef470521b8998b7,69bc9f3757adce41b32f4fb0,2026-03-20T02:33:29.760000+00:00,2026-03-20T02:33:38.124000+00:00,8,Kotlin
69bcb2114996b66f636cfdde,1,69b9e0da4ef470521b8998b7,69bc9f3757adce41b32f4fb0,2026-03-20T02:33:47.400000+00:00,2026-03-20T02:33:50.522000+00:00,3,Kotlin
69bcb3e52f4b2f6cf9d88361,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:41:21.984000+00:00,2026-03-20T02:41:37.148000+00:00,15,Kotlin
69bcb3fa2f4b2f6cf9d88363,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:41:37.715000+00:00,2026-03-20T02:41:59.675000+00:00,21,Kotlin
69bcb4282f4b2f6cf9d88365,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:42:00.590000+00:00,2026-03-20T02:42:31.126000+00:00,30,Kotlin
69bcb4a82f4b2f6cf9d88368,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:44:22.363000+00:00,2026-03-20T02:44:42.392000+00:00,20,Kotlin
69bcb4a82f4b2f6cf9d88369,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:44:43.206000+00:00,2026-03-20T02:44:45.188000+00:00,1,Kotlin
69bcb4a82f4b2f6cf9d8836a,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:44:45.935000+00:00,2026-03-20T02:44:46.966000+00:00,1,Kotlin
69bcb4a92f4b2f6cf9d8836b,1,69bad2c678e8686ceac1f93d,69bc9f3857adce41b32f4fb5,2026-03-20T02:44:46.966000+00:00,2026-03-20T02:44:48.180000+00:00,1,Kotlin
69bcb4a92f4b2f6cf9d8836c,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:44:48.180000+00:00,2026-03-20T02:44:49.886000+00:00,1,Kotlin
69bcb4d7094700f7b22a8a6c,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:45:41.354000+00:00,2026-03-20T02:45:44.254000+00:00,2,Kotlin
69bcb4d9094700f7b22a8a6d,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:45:44.516000+00:00,2026-03-20T02:45:45.706000+00:00,1,Kotlin
69bcb4da094700f7b22a8a6e,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:45:45.945000+00:00,2026-03-20T02:45:46.964000+00:00,1,Kotlin
69bcb4db094700f7b22a8a6f,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:45:47.215000+00:00,2026-03-20T02:45:48.311000+00:00,1,Kotlin
69bcb672094700f7b22a8a71,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:45:49.224000+00:00,2026-03-20T02:52:34.154000+00:00,404,Kotlin
69bcb6b5094700f7b22a8a73,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:52:35.141000+00:00,2026-03-20T02:53:41.789000+00:00,66,Kotlin
69bcb6b8094700f7b22a8a74,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:53:41.790000+00:00,2026-03-20T02:53:45.023000+00:00,3,Kotlin
69bcb6bd094700f7b22a8a75,1,69bad2c678e8686ceac1f93d,69bc9f3a57adce41b32f4fc1,2026-03-20T02:53:45.024000+00:00,2026-03-20T02:53:49.576000+00:00,4,Kotlin
69bcb6be094700f7b22a8a76,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:53:49.576000+00:00,2026-03-20T02:53:50.582000+00:00,1,Kotlin
69bcb6e2094700f7b22a8a78,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:53:50.583000+00:00,2026-03-20T02:54:26.992000+00:00,36,Kotlin
69bcb6e5094700f7b22a8a79,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc7,2026-03-20T02:54:26.992000+00:00,2026-03-20T02:54:29.996000+00:00,3,Kotlin
69bcb6ed094700f7b22a8a7a,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:54:30.770000+00:00,2026-03-20T02:54:37.384000+00:00,6,Kotlin
69bcb6f2094700f7b22a8a7b,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:54:37.384000+00:00,2026-03-20T02:54:43.281000+00:00,5,Kotlin
69bcb6f9094700f7b22a8a7c,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:54:43.281000+00:00,2026-03-20T02:54:49.420000+00:00,6,Kotlin
69bcb708094700f7b22a8a7e,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:54:49.421000+00:00,2026-03-20T02:55:04.903000+00:00,15,Kotlin
69bcb70a094700f7b22a8a7f,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:55:04.903000+00:00,2026-03-20T02:55:06.364000+00:00,1,Kotlin
69bcb70f094700f7b22a8a80,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:55:06.364000+00:00,2026-03-20T02:55:11.988000+00:00,5,Kotlin
69bcb710094700f7b22a8a81,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:55:11.988000+00:00,2026-03-20T02:55:13.065000+00:00,1,Kotlin
69bcb71a094700f7b22a8a82,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:55:15.215000+00:00,2026-03-20T02:55:23.088000+00:00,7,Kotlin
69bcb71c094700f7b22a8a83,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:55:23.089000+00:00,2026-03-20T02:55:24.748000+00:00,1,Kotlin
69bcb71e2f4b2f6cf9d88376,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:54:47.790000+00:00,2026-03-20T02:55:24.129000+00:00,36,Kotlin
69bcb71d094700f7b22a8a84,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc7,2026-03-20T02:55:24.749000+00:00,2026-03-20T02:55:26.308000+00:00,1,Kotlin
69bcb7352f4b2f6cf9d88378,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:55:39.254000+00:00,2026-03-20T02:55:46.643000+00:00,7,Kotlin
69bcb7362f4b2f6cf9d88379,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:55:46.643000+00:00,2026-03-20T02:55:47.827000+00:00,1,Kotlin
69bcb73b2f4b2f6cf9d8837b,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:55:47.827000+00:00,2026-03-20T02:55:52.828000+00:00,5,Kotlin
69bcb7402f4b2f6cf9d8837c,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc7,2026-03-20T02:55:52.829000+00:00,2026-03-20T02:55:57.470000+00:00,4,Kotlin
69bcb746094700f7b22a8a85,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:55:30.577000+00:00,2026-03-20T02:56:06.839000+00:00,36,Kotlin
69bcb748094700f7b22a8a86,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:56:07.555000+00:00,2026-03-20T02:56:09.183000+00:00,1,Kotlin
69bcb749094700f7b22a8a87,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:56:09.184000+00:00,2026-03-20T02:56:10.262000+00:00,1,Kotlin
69bcb74e2f4b2f6cf9d8837d,1,69bad2c678e8686ceac1f93d,69bc9f3c57adce41b32f4fc9,2026-03-20T02:55:57.470000+00:00,2026-03-20T02:56:11.894000+00:00,14,Kotlin
69bcb7502f4b2f6cf9d8837e,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:56:12.608000+00:00,2026-03-20T02:56:13.634000+00:00,1,Kotlin
69bcb750094700f7b22a8a88,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:56:13.091000+00:00,2026-03-20T02:56:16.996000+00:00,3,Kotlin
69bcb7522f4b2f6cf9d8837f,1,69bad2c678e8686ceac1f93d,69bc9f3a57adce41b32f4fc1,2026-03-20T02:56:13.634000+00:00,2026-03-20T02:56:15.528000+00:00,1,Kotlin
69bcb751094700f7b22a8a89,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc7,2026-03-20T02:56:16.996000+00:00,2026-03-20T02:56:18.019000+00:00,1,Kotlin
69bcb755094700f7b22a8a8a,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:56:20.146000+00:00,2026-03-20T02:56:21.533000+00:00,1,Kotlin
69bcb7592f4b2f6cf9d88380,1,69bad2c678e8686ceac1f93d,69bc9f3a57adce41b32f4fc3,2026-03-20T02:56:15.528000+00:00,2026-03-20T02:56:22.532000+00:00,7,Kotlin
69bcb758094700f7b22a8a8b,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:56:21.534000+00:00,2026-03-20T02:56:24.194000+00:00,2,Kotlin
69bcb75a2f4b2f6cf9d88381,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T02:56:22.532000+00:00,2026-03-20T02:56:23.571000+00:00,1,Kotlin
69bcb76f2f4b2f6cf9d88383,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:56:36.581000+00:00,2026-03-20T02:56:44.919000+00:00,8,Kotlin
69bcb774094700f7b22a8a8c,1,69bad2c678e8686ceac1f93d,69bc9f3b57adce41b32f4fc5,2026-03-20T02:56:29.436000+00:00,2026-03-20T02:56:52.511000+00:00,23,Kotlin
69bcb77e094700f7b22a8a8e,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:56:56.689000+00:00,2026-03-20T02:57:02.764000+00:00,6,Kotlin
69bcb78f094700f7b22a8a90,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:57:03.297000+00:00,2026-03-20T02:57:20.118000+00:00,16,Kotlin
69bcb7922f4b2f6cf9d88385,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T02:56:44.920000+00:00,2026-03-20T02:57:20.164000+00:00,35,Kotlin
69bcb7bf094700f7b22a8a91,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb2,2026-03-20T02:57:20.118000+00:00,2026-03-20T02:58:07.382000+00:00,47,Kotlin
69bcb7c0094700f7b22a8a93,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T02:58:07.382000+00:00,2026-03-20T02:58:08.621000+00:00,1,Kotlin
69bcb8072f4b2f6cf9d88386,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb2,2026-03-20T02:57:20.164000+00:00,2026-03-20T02:59:17.246000+00:00,117,Kotlin
69bcb8322f4b2f6cf9d88388,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T02:59:17.246000+00:00,2026-03-20T02:59:59.629000+00:00,42,Kotlin
69bcb844094700f7b22a8a95,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb2,2026-03-20T02:58:08.621000+00:00,2026-03-20T03:00:20.556000+00:00,131,Kotlin
69bcb845094700f7b22a8a96,1,69bad2c678e8686ceac1f93d,69bc9f3a57adce41b32f4fc1,2026-03-20T03:00:20.557000+00:00,2026-03-20T03:00:21.606000+00:00,1,Kotlin
69bcb8812f4b2f6cf9d88389,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb2,2026-03-20T02:59:59.629000+00:00,2026-03-20T03:01:18.710000+00:00,79,Kotlin
69bcb882094700f7b22a8a97,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb2,2026-03-20T03:00:21.607000+00:00,2026-03-20T03:01:22.831000+00:00,61,Kotlin
69bcb8862f4b2f6cf9d8838a,1,69bad2c678e8686ceac1f93d,69bc9f3857adce41b32f4fb3,2026-03-20T03:01:18.710000+00:00,2026-03-20T03:01:23.273000+00:00,4,Kotlin
69bcb88a2f4b2f6cf9d8838c,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T03:01:23.273000+00:00,2026-03-20T03:01:27.910000+00:00,4,Kotlin
69bcb8c0094700f7b22a8a99,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:01:22.831000+00:00,2026-03-20T03:02:24.316000+00:00,61,Kotlin
69bcb8c32f4b2f6cf9d8838e,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:01:27.910000+00:00,2026-03-20T03:02:24.557000+00:00,56,Kotlin
69bcb933094700f7b22a8a9e,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbd,2026-03-20T03:02:24.316000+00:00,2026-03-20T03:04:18.489000+00:00,114,Kotlin
69bcb9362f4b2f6cf9d88394,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbd,2026-03-20T03:02:24.557000+00:00,2026-03-20T03:04:20.181000+00:00,115,Kotlin
69bcb9382f4b2f6cf9d88396,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:04:20.182000+00:00,2026-03-20T03:04:21.334000+00:00,1,Kotlin
69bcb93c2f4b2f6cf9d88398,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbd,2026-03-20T03:04:21.334000+00:00,2026-03-20T03:04:25.287000+00:00,3,Kotlin
69bcb98b094700f7b22a8aa2,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:04:18.490000+00:00,2026-03-20T03:05:47.550000+00:00,89,Kotlin
69bcb98c094700f7b22a8aa3,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T03:05:47.551000+00:00,2026-03-20T03:05:48.958000+00:00,1,Kotlin
69bcb997094700f7b22a8aa6,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:05:50.561000+00:00,2026-03-20T03:06:00.144000+00:00,9,Kotlin
69bcb999094700f7b22a8aa7,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbf,2026-03-20T03:06:00.145000+00:00,2026-03-20T03:06:01.644000+00:00,1,Kotlin
69bcb9c12f4b2f6cf9d8839b,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:04:25.287000+00:00,2026-03-20T03:06:38.117000+00:00,132,Kotlin
69bcb9c52f4b2f6cf9d8839c,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T03:06:38.117000+00:00,2026-03-20T03:06:43.203000+00:00,5,Kotlin
69bcb9c82f4b2f6cf9d8839e,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:06:43.204000+00:00,2026-03-20T03:06:45.491000+00:00,2,Kotlin
69bcb9d9094700f7b22a8aa9,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:06:01.644000+00:00,2026-03-20T03:07:06.104000+00:00,64,Kotlin
69bcb9db094700f7b22a8aaa,1,69bad2c678e8686ceac1f93d,69bc9f3d57adce41b32f4fd1,2026-03-20T03:07:06.104000+00:00,2026-03-20T03:07:08.111000+00:00,2,Kotlin
69bcb9eb094700f7b22a8aad,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:07:09.767000+00:00,2026-03-20T03:07:24.078000+00:00,14,Kotlin
69bcb9fe094700f7b22a8aae,1,69bad2c678e8686ceac1f93d,69bc9f3f57adce41b32f4fdd,2026-03-20T03:07:24.078000+00:00,2026-03-20T03:07:42.841000+00:00,18,Kotlin
69bcba02094700f7b22a8ab0,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:07:42.841000+00:00,2026-03-20T03:07:47.064000+00:00,4,Kotlin
69bcba0b094700f7b22a8ab1,1,69bad2c678e8686ceac1f93d,69bc9f3d57adce41b32f4fd1,2026-03-20T03:07:47.064000+00:00,2026-03-20T03:07:55.578000+00:00,8,Kotlin
69bcba1a094700f7b22a8ab2,1,69bad2c678e8686ceac1f93d,69bc9f3d57adce41b32f4fd3,2026-03-20T03:07:55.579000+00:00,2026-03-20T03:08:11.018000+00:00,15,Kotlin
69bcba29094700f7b22a8ab4,1,69bad2c678e8686ceac1f93d,69bc9f3e57adce41b32f4fd5,2026-03-20T03:08:11.018000+00:00,2026-03-20T03:08:25.215000+00:00,14,Kotlin
69bcba30094700f7b22a8ab7,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:08:25.215000+00:00,2026-03-20T03:08:33.408000+00:00,8,Kotlin
69bcba40094700f7b22a8aba,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbb,2026-03-20T03:08:33.408000+00:00,2026-03-20T03:08:49.101000+00:00,15,Kotlin
69bcba422f4b2f6cf9d883a0,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb0,2026-03-20T03:06:45.491000+00:00,2026-03-20T03:08:47.704000+00:00,122,Kotlin
69bcba432f4b2f6cf9d883a1,1,69bad2c678e8686ceac1f93d,69bc9f3757adce41b32f4fb2,2026-03-20T03:08:47.704000+00:00,2026-03-20T03:08:49.136000+00:00,1,Kotlin
69bcba462f4b2f6cf9d883a3,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fb9,2026-03-20T03:08:49.136000+00:00,2026-03-20T03:08:51.831000+00:00,2,Kotlin
69bcba492f4b2f6cf9d883a4,1,69bad2c678e8686ceac1f93d,69bc9f3957adce41b32f4fbb,2026-03-20T03:08:51.831000+00:00,2026-03-20T03:08:55.113000+00:00,3,Kotlin
